domain,title,source_name,old_decision,old_reason,new_decision,new_reason,new_rank_score,new_materiality_score,new_relevance_terms,new_topic_anchor_terms,article_url
finance,"Earnings call transcript: Neostellar Capital Q2 2026 shows NAV drop, AI bets - Investing.com",Investing.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMiygFBVV95cUxNZFpYQ08xY3VaV01xUmxZMEdNNExCRjRMQ0tFaF9RUkxZOV9yU1NCR0VFUlp1Ullya0h4OENJX05hc2k1dXJ3TzU4NXR0Mm16MmVRUlpRd0g1Z3o5Ym9HS0EzNENReVZWZjdBWElsUnpzUGtvZTVpVEUtTHBDQV81MUotN01DYXFZUEJPNG1kT1FXV2VCZlJ6LVY5Uk5Vc1NfT2c3TndVMk1nOE1FZUhPVzdkSEpacmprTGhENl9CSlhBV21BdVk1djh3?oc=5
finance,Hidden AI Debt Raises New Questions for Hyperscaler Credit - Investing.com,Investing.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,32.5,7.0,debt|credit,,https://news.google.com/rss/articles/CBMipgFBVV95cUxPTzZ2ZHdReUU2bWRCZGJBalVwMjZDMDVNdmRGS1JaYlZidnVtUzdaRmFJemRscXY2cS1YOXp6V09rRGZuWHlydGl3WU9uZkdKdFljUjB5SnFINENuMzVENHNwNFdOVXFLUk0tNzhPcGEtUDRuVW1oaUI5SXN0WWNvU3l3c0dkZTRjcFBHUDhWRHJIdGI4Y2RWaGdCcGZFNjNIOWp5bk9R?oc=5
finance,"Stronger Earnings, Dividend Hike, and Infrastructure Push Might Change The Case For Investing In Blackstone (BX) - simplywall.st",simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQRHlhcTVQRkNkVGNGYWdPaGdnandvQ3A5LTE3R3NFMndPbmh2cjRkaEtlYzVHR0VJR2ItR3pSTVdlbXlJLWxlZVJ0dnFITTZHVzZDZ2RvZEY1cUdIR3ZEZjJLUDl0bVU0VW82QUpjZlRIOXh5Mmo1Y3N1aDYyMTVCM0lRWWxQbzRMZm9lYm11SHhnZHllc2lSOVVteVBNOWV4Mmd6cEJoSldYeFpDRGRNS3BMUEx3bURJU2NXUmNGamdBRC01UC0walp0SG5ieU1lMFJWYWt30gHbAUFVX3lxTE1uci1SV2FITG10czhhbWNidkxfSEZQNXRyUlRJQ2g4Y1lqcTMwWS1zZ0h0SUp3ZElpX3N3T085Y2Zld1poMU9JOUZMejNLU3pIWnFXSFEzUHZycVM2RU1BMGVyLVhWMDNiUFVjX21mc1ZEYjAtT24zcEpKWXQ1a0Izd09VTUxTZVZ3QWVjbGkxQ1hFd2paT1pacDJaVVNPNnVlUUFST3ZuNlg4WmxRVlNaNDFYNm5OMlVSS2tHdzB5amhNLTlsdUh3OXpzczlwMTVfekVub3RRSW50bw?oc=5
finance,Njord Partners’ Arvid Trolle: AI a ‘key part’ of operational improvements - pehub.com,pehub.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMilwFBVV95cUxPakdmNy1Ya0N4VWZsMXd6ODNMQlFXNkFZdm1XRDluY0czMkgySm1DcTBYYWRvdU1PNTBYMVBMbGd0bjZQOU5FWjgxSFdQemoya3lNN0NLY3BhaHVtSEpFNl9TNTgzeHJYZUJKeEVfRVNfMnh4TmFEallNOGVjZmJ0Ni1Ockd0enk1alJqWUthNXlfVUs5U0lB?oc=5
finance,Fitch Ratings Warns AI Investment Boom Is Becoming a Major Global Credit Risk - finchannel,finchannel,rejected,not on automated source allowlist,rejected,not on automated source allowlist,25.5,7.0,ratings|credit,,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUzlsUC1CZ3JaTVRtM1FCcnZ4NTIxMndKRzI2ejJpUkJ2eHdEdk56N085clViMDF3UHNLbFhtU3lHQjJ5ajRzVldNWlZ0Z2VYZmluYXpWeV9DaVRJYTJmSTJGQTdoZ1ZSM1ZreG1MUWVCRlAtTkdwd0JXMlQtYnUwTlFsODJIQTJaX1l4OFlrZG0zRUtfNFpFajdQZ0Z4bThMS1VqV3ZubnE5cmlHWWlLTDlvbVF1Yko3aWQ1S1d2QkdUdlZEaEpmLV9SMjlTYlNJOFhnYmtNMXM2TWVNQ2FoRldCNA?oc=5
finance,"AI attracts 99% of capital, as insurtech funding hits four-year high, says Gallagher Re - Global Reinsurance",Global Reinsurance,rejected,not on automated source allowlist,rejected,not on automated source allowlist,27.5,7.0,funding,,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNWm4zU3V0SVhLblB1MldBZEx5alNELU5kRkNpemtQUUhBNjVpZnNuVXJwTUpuT0h4S1pCZkxXTEx0OVZDclZkWWtxWl9wZlpLLTJ2UzRBeG50Zm9WRl9NR2lMU3YwR3o4THprNGQ3eFlKUl9sNjE5ZkpMVEdUSGUzMjhCajRSeTRRTWVLTzV3NkNHTnpqamJtUS1HTTdSM3pJamY4NWkybWlmSlBEX3pRSkZPRUpUQUpsRm45enI0UWVsWEcwLVdBUXp1U3A2ZURrSXZLM013?oc=5
finance,"Apollo: Private Markets' Next Growth Phase Just Beginning as AI, Retirement, Investment-Grade Credit Expand Market - Sahm",Sahm,rejected,not on automated source allowlist,rejected,not on automated source allowlist,8.0,0.0,credit,,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQTWdWRDI4MUtmRVJKMExFaDRkem10Y01tTVl2eUpzZlVJd0t4NHZZbFczRW1KZS1NMU05OGN6N0ZsV2NXakVOQk9SaG5wOUNfOXNTT205YTBKc0dqQ0pQcGNGM0NLMTRFYkZzRjNyeTZXOTVlV2FYeDRCZ05pRFphLWljY1ZlVzJLZGQxXzB6ejVhNHJDUUtfb1g1NnhZX1hFeFBqRVNsOFN4eXVqNkphcFN4cXlCREZxbHJXOEhDQ29OR3lpRDdhYTZkVW9kSk5jZjBYM0lROXNJVUR0QUJxeU5BWFpTeEkxSExRM2ZLcUxOSU9k?oc=5
finance,Morgan Stanley Direct Lending Fund Q2 Earnings Call Highlights - TradingView,TradingView,rejected,not on automated source allowlist,rejected,not on automated source allowlist,6.0,0.0,,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNby1uQXBDaXVEc2syWUlNMjNuSWNtTER4Z3B2V2t2Vlpac1RaUE1LbmoxdEdLaVZSZFFQVjJxRVhacnQxWkNCWVdzREpJMXk3bU5tZGRicWJFU3ZMU2d5MF9malRHLXhoU2g3QW1LZ1pZbXotT3lNYVc4TjBVbHoyc2otNGNsMjM3VjFwcVlEbWFvOU92R0JCVDJCYzlwelByNXBoRFE3TTFKLXk0Q1N3ZEtBNVV0VGxxRXNNY1BtTDE?oc=5
finance,"Brookfield Asset Management: Reasonably Valued, But AI Tailwinds Could Justify A Higher Valuation - Seeking Alpha",Seeking Alpha,rejected,not on automated source allowlist,rejected,not on automated source allowlist,7.0,0.0,,,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOSlN4LVhPT0JvR3hUVkVBNjlFV3RiZVA4UWJ5S3VxZF9Nb1JZcEx0S0cyTTF5dU01Vm9mQ0RuU2s5UllYalBGSUpPZ250SlItRnVfWmZuLTl4QTNPNTZVeTdrUGYtejJ3dmRybWZTVmpnVXN4QmM1c0V3T2swRGxkUDZGcDRUY28tNkVkTFpBcnczdk8ydkdKRGxkcVhEekdTeF9Va0NHd3Q2MkdhQ1hWMTVaNHdpbU5DWGEtT2wzWUxpaEhrQnBISDJYN2dKVEdnUnc?oc=5
finance,US Exchange And Brokerage Stocks For A Long Fed Rate Pause - simplywall.st,simplywall.st,rejected,not on automated source allowlist,rejected,not on automated source allowlist,27.0,8.0,rate,,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQVW55Rk0zWGlkOVlhQUxMT1NSRVhaUXhoaWw0NHNvWnlqTkhxQ3NhdHFINmM1WEs5STl3SlhldWl0aWRkdDdmLUZSa2tmRWZTcWthaEZsQzZNRW50Tnk3MEV6WFhiMUhyYzZNLUdRTlpNSlZZSjVCUG1zdENuSHBaVHJxbjVScU5ENjRYRDVSdXdVRHpVQXRSeTRRUS1mWVlhVEV3VWk3VFZMSXQtZGVYaWlLWnRVX1RIb3BBVU8xb25VS0QtQlhnUndNVFhGTExnOVY0akI2czlvMVYzVGdF0gHfAUFVX3lxTFBVbnlGTTNYaWQ5WWFBTExPU1JFWFpReGhpbDQ0c29aeWpOSHFDc2F0cUg2YzVYSzlJOXdKWGV1aXRpZGR0N2YtRlJra2ZFZlNxa2FoRmxDNk1FbnROeTcwRXpYWGIxSHJjNk0tR1FOWk1KVllKNUJQbXN0Q25IcFpUcnFuNVJxTkQ2NFhENVJ1d1VEelVBdFJ5NFFRLWZZWWFURXdVaTdUVkxJdC1kZVhpaUtadFVfVEhvcEFVTzFvblVLRC1CWGdSd01UWEZMTGc5VjRqQjZzOW8xVjNUZ0U?oc=5
finance,"In AI-obsessed Silicon Valley, live commerce platform Whatnot just notched a new funding round valuing it at $20 billion - Fortune",Fortune,rejected,not on automated source allowlist,rejected,not on automated source allowlist,28.5,7.0,funding,,https://news.google.com/rss/articles/CBMiugFBVV95cUxNbG40Z1l6WnRHU3FYXzNFOTRoODl1bTlDMC12N2F4WmhRLUNJVklwTTlYT3hzZThlS0o0eGZraktnRFdJa2J5cmVHUlNla1JtcXB0eGdxOXNJbXdMc21hOVlaVU5qVGtueEdzdXFOZG5wZ0VXc2xPbFFWZ3d1OTdERzRuUUhCeHRab0JOOHpINGVPRkR6ZUhUdFAtbGw2TE5kekk2TkxMU2p6SV9TRzYwLXA0U05SX051N3c?oc=5
finance,Oracle's Massive AI Bet Has Already Cost Larry Ellison $207 Billion. Analyst Warns the AI Bubble Is 17 Times Bigger Than the Dot-Com Bubble. - 24/7 Wall St.,24/7 Wall St.,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMijAJBVV95cUxQcVZpOF8zckNaMW9UdVctZHdWa3lMOXpLV2RVT3RTX0REMkptallDTzhQTllnZlQwb0pfYWNoZVVjNk1OR2x6V2xCaldQWGh2QUhKM01QVjllbjJBbGduXzZrWUxJc1RlVGFJYUUyeHJ6Ri1TQUpydHJ2ejR2Qk5GN0VEcG0xZmtReURSOVdsdEhNdDBudTdjOEFxTmp5TVdfcW84dndacDlGUVBiYXBQSmtzc3RvVXZMZGo0RzJlYWdRTF9zVkJSNEtnbXkyWkdOSDlfanFhbXV1VlVjc0tMVmZYU0FQaWxqRF91b2tsRkxuZjNmTkUwd1cxdjlLNXRXSHFwT2dyOVpPSFNN?oc=5
finance,"Hubbis Macro Corner: Scarcity, Fed Uncertainty and AI’s Next Phase Shape Portfolio Thinking - Hubbis",Hubbis,rejected,not on automated source allowlist,rejected,not on automated source allowlist,7.0,0.0,,,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOUnQ4dXU0aktUOWZVUXNhSGcxcEZZVGVTR0tWY2xHT1VTOW5NbG5FY0VWNXozMklacXEzUTRzUmJpZ3oxanhma3BXZE9jQS1hQy0yM1NUOFVtR29rVmx6ZVZ5VTdtOUdhQ3YydHRyZHVvTmlOSFMzSlZiS2V6U1JwM3lJcHdBNFdjekZpdFpGcW8taURjRFpHX2JudHM3ekZDN0Jqb2FFNlNXVzcyMEFSODNMVHF4VzJL?oc=5
finance,"TPG Q2 Deep Dive: Asset Growth, Fundraising Momentum, and AI-Driven Value Creation - The Globe and Mail",The Globe and Mail,rejected,not on automated source allowlist,rejected,not on automated source allowlist,4.0,0.0,,,https://news.google.com/rss/articles/CBMi9gFBVV95cUxOTGVMV25sWDBrQ3Z0ckZaYkN1eU94TlVIWGdZYVBNVUVKajI5ZmlPZXRBMWYzSEpiQW1LSlQ0SFVpNS1mT1VFMm1fZm1iMnBWRmhwYnZvZGpQLVpETFNUb0dDcWNJMU5ZbjhzYUhIazlLZUFLX2FMdDFMbHFMQmlBam1wb2tSX0hGQlUtQmNZU3VwSl9uVDV6R2pxb1VjM2dDLS04dVhHVWNqa1IyU2NmSEdXZXNhQ3lnd3lqOWxzWUg1bzBkSDRaRzFoMmdvNmhFdmVWeWlJSjB1ejJ0amJVbVY5MGxRbHoxT3FlYmFKcGJPTUNhdXc?oc=5
finance,5 Best Artificial Intelligence (AI) ETFs to Buy in 2026 - The Motley Fool,The Motley Fool,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,,https://news.google.com/rss/articles/CBMiogFBVV95cUxQYzA2Wld0QkFFTkVjZGlIQ3JfdklNNS1SeUVIb21TMFlFZTc4ejB1UWZqN3FLT2FlWVhEeW5QOFM1STZCM0kxRE9lcERjRTY4ZjlDZFNLaVNiSDVZMDhMdjEwbUQ2WG9XeUZ5M2hBeENWaENUbE5tTE1tU2tBS0x5TV9Gak8wVUlMTmlqRl85SkQzSnJmMGd0T1JaelpWS3lvVWc?oc=5
finance,Google Built Credit Guarantee Infrastructure Giving Its TPU Chips 2-Point Rate Edge Over Nvidia - Tech Times,Tech Times,rejected,not on automated source allowlist,rejected,not on automated source allowlist,28.0,8.0,credit|rate,,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQaTZrUkNiWUpvbnVoeUxPdzRWdFhES1N0M3NJNng1eHd2WFNVcHpRQ216YVppWF81cTVkbldGdXM1ZzgzemUyOXNpWV9NX3lGN3dISmI1VnhmZDZPVmJ0ZUU1cnFWbzRESUlENzg2c2dBbFBSOFdkUXpweUNDSXV2UjR3eFJ1VDJmU1VnY2VLMHgzd2l5aTRxdHMxLV9WNTdUeGxRYnUtWDl3bkZFQzF5REpXeVJvUUZwNW94OWhHUF9CcVZzRWNvN25lblU1S2N6RnNKQzVKc3lkR1RYWjhiUkl5eXE?oc=5
finance,Can AI data centers still access cheap financing? - 富途牛牛,富途牛牛,rejected,not on automated source allowlist,rejected,not on automated source allowlist,31.0,8.0,financing,,https://news.google.com/rss/articles/CBMikwFBVV95cUxNX2pYRG9sT1FJeWZfeHd4TlVzbEZETVA1cmgxazdTMWNSQ2NBb29ZUmxNUktKU19ZMzlxLTRyMFFCMkhKcUxJV0lEQlhheXduSXk3TUZ1QTR0YmgzNzB3dnFiZnhaYXVTVlZoeHp0Q2tLRmZzMDV0RE5nRzJoZklkTlpyWXp0VlRHQjIzX0ZJTmhlMzA?oc=5
finance,"Fundrise Review 2026: Pros, Cons and Features to Know - NerdWallet",NerdWallet,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,,https://news.google.com/rss/articles/CBMiY0FVX3lxTE54Ry05bjFKWHZtNTZxVk5VM3dVMjN5N0NsamNWS0gtQzZ6NWNCdDlUOE9GU3I3eGNrWXlQZmZZNm9JcHZ0eGR2SHVud3M4ZlBxUlljQlNzQU9Dc191N1BvekxIRQ?oc=5
finance,HappyRobot is worth $1.2 billion. Its founder says it’s just ‘getting started’ - Fortune,Fortune,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMimgFBVV95cUxOSW04Tk02S1duZjFFQlJ3QzEtRW9wYVZtUno5SlhtaHA0Q0hiSk5kZllMOFR2UmdFYV9ZcFlRSk9rSlhzdEdGSkVkcV9XaFpNdEYwZ1NtSXlobVZWZjhZUFYxY1RqWExmTTRqOGp6NTFfckVYdTAyLVhnUENZc1FPbzQwLWJ2U0tXTjk4TlRSeGViLXdoM2pmX0NR?oc=5
finance,SoFi Expands Access to Private Markets with Funds From CAZ Investments and AngelList Asset Management - 01net,01net,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPUGtUNUVxMGtZS21BVzI4X0ItWFhBc3VsdzM4QTRCZV9wTUEtQlBfVk1qWHpVeWxOdmItSmp5a1MxTEFldWM1dkt3RlYyV0hrSFAxV3FwR2t6eTg2cTRINURsc0FHdjAwM1JaMFdtanhGbVhweG0yQ2pQOEhaSGcyNkQwTlp5TEtleFp2ck1IM3lqT0k1SG1ZeXNON1lTcHF4eHNFX05QT0dfR3o4UXNEY2JrRVlRXzNIc1pEbmNMUmE?oc=5
finance,عربي - entARABI,entARABI,rejected,not on automated source allowlist,rejected,not on automated source allowlist,5.0,0.0,,,https://news.google.com/rss/articles/CBMiT0FVX3lxTE94Yjl1VUQzM2pGQzktY2pRRFJIX3BtbjdmdlozcF9LU0pYMElsaVRrdzdGYkRIX1dtSTBHUkx5WlVPcU1DUEpTVzl5MGs4REk?oc=5
finance,DIY investors sought diversification alongside AI exposure in July - MoneyWeek,MoneyWeek,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMigwFBVV95cUxOZEViaXJGR3c2VUFGTzluRURPSzMwQ1RtTlJMUGZvR1M3T2UxOWE0MVRyQzJCeDV0M1ByT2ZFV3RVdkVPMk51Wk5zbThPUmR1NzdBWWYzLU1sTVVIcGhQQ0tmNXk4X3BVVGpZTjRJLWQ0VjZnektxVVYzUFdMOVNETlp5NA?oc=5
finance,Alphabet $25 Billion Bond Sale Draws Over $100 Billion in Orders - TradingKey,TradingKey,rejected,not on automated source allowlist,rejected,not on automated source allowlist,25.0,8.0,bond,,https://news.google.com/rss/articles/CBMizgFBVV95cUxNa1A5TUNaYndNNXBiZmZTYUlIZVV1QWRzZ0ZXa3pDZlRfQXFSQXlHT3NHeDNscDRLcWVTVlhXeVp5cThvekw5Q08zNGR1ak1Ic2ZtSUM2U2dmcS1LMnEyLTEtOG5icG9oNzRCR3JYUU0xdnR5NGZYQWw3QUJnTUItRXUyc1NYN3h1V2ROeHd1cTNUX2JvdmVpZDIyNzVMVV9tVE5YT2lVOTEtc0dyeWtQVzQzd1V2a0NTM3QtUUJ1NkR6Y2RsOXhBTUdCdlltUQ?oc=5
finance,Asia’s wealthy investors turning to private markets as AI stocks look ‘frothy’: Brookfield - The Business Times,The Business Times,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMiywFBVV95cUxNTGdRTFJSd3ZjR3FhT1JUb0xudU1lQ05INkpGTUw2cXQ4Q1BGU0xNLU05d2UwdF9oeG1iejJnaHFQUlowNTJTTlJxRU94SzhGUVFwUHY4ang3aEE1REtDZjRUYnlCXzJuaTFGVkRZT2xsck5FZlFrUXlsMmgzbFlvTllGU1ktck1xWVVacV9iVWNJeWVZTjdYRmpsaUhWcDd4S3ZnZjBlQkdGV2ZvOTZFNHZrSWdYOGY1c3ZsN0tvaVpOcU51cmJkMGg1TQ?oc=5
finance,CVC Raises €3B for Catalyst III to Expand Mid-Market Investments - Ventureburn,Ventureburn,rejected,not on automated source allowlist,rejected,not on automated source allowlist,8.0,0.0,,,https://news.google.com/rss/articles/CBMiakFVX3lxTE40Xy1YWU5vd0J6dUdrYUhHeHViR2lGd29MOU5wU25MVlpVUUZwOG9xdF9wRHA4Yi1FYUd6eGlLN0pKMFZ1R1VfeWR5NERZQ0VvNmNPSC1sdEM1VWs3OU1fQ2tMY1NYR2x2RkHSAWpBVV95cUxONF8tWFlOb3dCenVHa2FIR3h1YkdpRndvTDlOcFNuTFZaVVFGcDhvcXRfcERwOGItRWFHenhpSzdKSjBWdUdVX3lkeTREWUNFbzZjT0gtbHRDNVVrNzlNX0NrTGNTWEdsdkZB?oc=5
finance,"Blackstone plans to lead a $36 billion financing round, further expanding the funding loop between Anthropic and Google. - 富途牛牛",富途牛牛,rejected,not on automated source allowlist,rejected,not on automated source allowlist,51.5,15.0,financing|funding,,https://news.google.com/rss/articles/CBMipAFBVV95cUxPbUlIOUxvYk5kb3RtOUQ0ekI0SFc4V1NrVGtMUFkwYjQtY244VGEzeUpkT2lSRG9zMFpFaFpZUXNWOTM2TzJZelJvS0xYQUkwb1RFR21JSTJna2FaS094Z0VISm81a2FnOGIycmhPNlNYZlRDdk9aYkttcUdnRkV4Z28wc1ZZR2Zwc3RNbVpzWHRRR0U5a3BmRDdhMzBMVDd5Q2VNXw?oc=5
finance,Sungho Electronics issues 100 billion won CB to fuel AI expansion in South Korea - CHOSUNBIZ - Chosunbiz,Chosunbiz,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMigAFBVV95cUxOT1I0aC1IZlBKV3c1OENMN3hYLVgzNE5iTTRCeXlqOWoxbmVxY2k0SUJGd1o2RDJYN0M0QW42cC1jM3JIYXd0c0I2MmdiU2h1OFNPejZ4dzRWWHJKTl9GVUczQmo5R0trOEF0Rk5ZcW14dHpydGZqR0N3ZzVPc0Yyc9IBlAFBVV95cUxOdU1LT1RUWnFjeDhmYm5DMGc1Q2N2RXdXWmFEQnZleTUxa2FxVE52Nmx5OUF4Y0RFaU52a3A2am45TjctTWItX1ZJYzNJc0ZSWFU5WW1xeXhBNkpXaTNhaXF3MXpReHUyNi0yNWVPMHFoajN2WUk5aHlfNmpjTmhjTi1JUG5BVjNDZmhudnJ1TDc5dWU5?oc=5
finance,Terra Mobility Launches With US$40M Investment To Advance AI-powered Ground Travel - 98.4 Capital FM Kenya,98.4 Capital FM Kenya,rejected,not on automated source allowlist,rejected,not on automated source allowlist,1.0,0.0,,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPbHUyUUdGZ2pSeG9nbTE0R2FlbDZrS1dDZV9zc2w0VTk4cmQzTFVaRGVvR09SMmt6dGF4NDBlLXRqS1c4cFpGdlhENUd3SGEtNEpkbW1UbkRvZlo0cUtTT3otQzZtdUwxcmdtbGRfYWNLZ2lTaE5qeW1rN0FwVGRiQWY2QjVSN0hXd0JfWEo0aXlzZTNYTlU3c2h6VTN0QzFUa21qLVdMelR2Zmc?oc=5
finance,Brookfield Asset Management Announces Record Second Quarter Results - NTB Kommunikasjon,NTB Kommunikasjon,rejected,not on automated source allowlist,rejected,not on automated source allowlist,3.0,0.0,,,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOSTU3YVpkd25vOURqRjRMNHVOazlJWVJhRmRJaW1VVVByeFV0S2REeHpEUjM2NXhFNG5lbEQyN0ZTRXZUTEJCSjRWbDkxMVlibEZrOTNmQ2hiNk9LRmM3UmRmdmdUU1VGZ1Jib0VkY0VqUzM4TzVUZXpWemNjczJkZzVBa3lhOTRPM21NRlFobXRGYmxtTk0tU2F0MWdOUHhzZnR1UDJjR3FjOW9Zc1pLUjNBMHltRmdQN3JONkFqQjBtMFBodEZIcFVTb3d4MFhxZzNIcFpYREN1V1BEa1JRLQ?oc=5
finance,"AI boom could keep interest rates higher for longer, warns Stephanie Pomboy - The Indian Sun",The Indian Sun,rejected,not on automated source allowlist,rejected,not on automated source allowlist,31.0,8.0,rates,,https://news.google.com/rss/articles/CBMiugFBVV95cUxNcnVlVVc5UGJFY2g0MEx1M1ZOQ2dVajFvUWJLaDI0b3FXbGFNYmNDU0w4UkNZYl9FZWJKT1EwYXJwaXdqT05kRVJpUGM0N0l0SzhPMVNVMXA0dDJnQ1doc1pubDRCQmlubHBMZXpQX2VQX0ZibEJneWt4cl91ZUhhZmJLMW9MOWtuekF6VG1mS2ZocXo0VmloNURhVE5MQS1SOEprN2o2Zlc1bVBRTVdobjNoQ3pIalVwaVE?oc=5
finance,Hargreaves Lansdown’s Kate Marshall: UK opportunities beyond the crowded AI trade - Investment Week,Investment Week,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMitwFBVV95cUxPS1JQclgwemVFSW9vc2o3WExUazVXdjdxRldBaldCTFdJcTdXVjhqQ2lBbkxSX2RlTWprVEhRenVPb3ZPV1N2YTFHTXlhWW0xM09lbTgtc2JncmlLZHhOVXZoQmpfeGRtUXZFZ3dwZ1hHTmFfb2h2ZHI4VkNaMHBIbUtmUTQzWUdkTUlOX3gtdHFCTnVKTk42OUx1RUNZRmhhU0hjdVY4OXgyRnNacW9lWWEyMGhFNEU?oc=5
finance,Stock Market Today: Live Updates 04.08.2026 - TechStock²,TechStock²,rejected,not on automated source allowlist,rejected,not on automated source allowlist,2.0,0.0,,,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5kWWZjZ2REam5ZQlgxWlVWZlZGeDNvSHFQQXFxOWROR0ppWnZVMHcyYzdGSEVjTHFTZUQtWXdaM05lcVpYVW5pY0paMXprNWFYQXBlV0lNUW9KbENpRWww?oc=5
finance,"AI ETFs, Defence Funds or Global Index ETFs? Canada Investors Are Watching These Funds Closely in August 2026 - kalkine.ca",kalkine.ca,rejected,not on automated source allowlist,rejected,not on automated source allowlist,7.0,0.0,,,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOVEVIclJlaGNQa184eEVLN3k2ZGk4WG1GNmd0LVdSejZYeXptWmpOeS13aFNwRGNFVUxxMFRVbnEtcV9yQllGcTdPSWI2cWxVOE90MzhWWnI4SEJPUERPNXhXWjlNTEg1eWhoQ3lLX3lndGZXdTdLblNib2Njc1RmSUV6bDg5SmJrRkhKN0pLLU43R3ZqMm4yQi1hY2VRRFo4WWRrRm9GYV9vZkFzbEpXUkQ4SUpaM1BOYlJnOVhUUzVCQkxMQXE1S3VldlREVEN3WFRhalpVSHNwTFVxY2wybVY2MU5hc0l4?oc=5
finance,9fin Analyzes Credit Market Risks and Financing Behind AI Investment Boom - TipRanks,TipRanks,rejected,not on automated source allowlist,rejected,not on automated source allowlist,37.0,8.0,financing|credit,,https://news.google.com/rss/articles/CBMivgFBVV95cUxNN1hkQi12ejNiSWJodFQxSkV3d3BXN2JudnRoT2Z2R1Vsd1lsTGZYR3Z1dkxHSldybEVTclAtcHVScmlETlZ4MHlmQ0kxSW1GZ2Nyc01KMHBXaXlRWVlFaXZuM3V6Ukw2MjdlTHhSalFRNnZqZkZNcDgzNGt0eS1LUzlwTmdndjVDWFA2VlgtQ3hDVzIyb1h1Yk16T3RrYU9Cb051cFdGUmtCQ2FDS1ZSQXl0bUJOeHpBRHlWQU9n?oc=5
finance,Private Credit Funds Avert Worst Fears and Bounce Back From Lows - livemint.com,livemint.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,32.5,9.0,private credit|credit,,https://news.google.com/rss/articles/CBMitwFBVV95cUxQU1hJWHJiUzAtMHpjV0NJTlRyeEJVdy16cU8weXZqZnVzbkNUSS1UcWYyNGFhbTVXNTJkdDZCSC1qUDFJTmN2RjYxZ3kyZjVWMWRkVkNoSE44ak9hTHdETUpGVE40MU9vNUdHNnlsaVpqcGFEU3VGX2cwdUdjQWdaQTAtb18xN0FXZDNnbnNDRHJTRG1CaTQ3WVVvX29YczBWVGhvSVNFNUFLSl96Qlo4U20tYlVFMmfSAbwBQVVfeXFMUGZfV2EwaTJ2SDFXTjZqR2Y1SjNOUlZTRHcySThPb2ctZ0pPZTJKbUoxREE3a04xU0F0UFdmMGhmd1drSHlvMTJiZzZ6QXEyVXRhRUVJa1dDdWxQdW55NmFNNTA0Y0tVeUZRajdiemdaWXRjcUpIVGgtd01NOW85bUczU3N1XzBoN1c5RTl5RnhaNFVTZ2NxOGNkdDgzdm9BTWljdlFyMTBobFhJWURnMHZ2SkRDYXNVZUhVZy0?oc=5
finance,Big Law firms explore outside capital model as private equity interest grows - tradersunion.com,tradersunion.com,rejected,not on automated source allowlist,rejected,not on automated source allowlist,26.0,6.0,private equity,,https://news.google.com/rss/articles/CBMimwFBVV95cUxQU09STzg5ZzhOdnRfN3RWZGtScGtXNEVvcXVqWDktaUhmYmt4UkJaMDBhYnp3d3RGVGYybUE2Wms4V2RHX0tHWWx3VU9ENHdwblJEZXBVTnZ4aWx2aFJadXZ4d1ZBQUhNdTBuYk1JU1lORktmb3JKam5GNHZyNm1PMnFHQnZGVmRnOGFjZHYzWmxlNWxBbHJ0akMxUQ?oc=5
